# Cameras (35)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
20250607_163131	2540576.1492977272719145	1181282.7914600688964128	446.1307825471015462	-97.3406475775510103	11.4490489968976448	-176.4510821136909726	-0.9782220792431942	0.2044009888557834	0.0360804578116799	0.0606689784171682	0.1153368754454518	0.9914719765178931	0.1984964451544152	0.9720687428969508	-0.1252258772930025	galaxy_a15
20250607_163137	2540578.1169887538999319	1181282.2400603119749576	446.1273574044955694	-97.8205142702290829	22.1418828176637987	-174.6227686692362795	-0.9221771875800845	0.3845042602021259	0.0417816777224393	0.0868016864716760	0.1004795494514200	0.9911454622646025	0.3769014485678702	0.9176384549638573	-0.1260355665635128	galaxy_a15
20250607_163144	2540581.1552556585520506	1181281.0833744425326586	446.1836879181892641	-96.4475329049224115	36.8080863557635851	-174.7678063397354435	-0.7973107785925367	0.6031067703524933	0.0236166444514905	0.0730126959471349	0.0575344609039718	0.9956700919677266	0.5991366025963482	0.7955828111287184	-0.0899072970666528	galaxy_a15
20250607_163151	2540583.4228623360395432	1181279.5173192666843534	446.2139260329194599	-93.7122868107948932	47.5555978802514048	-176.6185201990603275	-0.6736994677823478	0.7389210892944631	0.0111647169989145	0.0398065933963697	0.0211989129555792	0.9989825029557212	0.7379325594063171	0.6734584099151083	-0.0436956277292856	galaxy_a15
20250607_163157	2540585.4314414914697409	1181277.1336530668195337	446.2327686221286740	-96.4411303290490878	58.9999658801378715	-174.3106760204610453	-0.5125015357267720	0.8586816668272073	0.0028232840008481	0.0510580090062959	0.0271913942652670	0.9983254518413440	0.8571669939947603	0.5117874784837549	-0.0577782075979070	galaxy_a15
20250607_163206	2540584.7454970981925726	1181274.0578127508051693	446.1641275349194871	-105.7879485166570106	68.3045474367894627	-165.7753394697136002	-0.3583387193324993	0.9335520480420635	-0.0085985942812559	0.0908377605004924	0.0440311368611005	0.9948918334442063	0.9291619145737732	0.3557271884227973	-0.1005798385483500	galaxy_a15
20250607_163226	2540587.0419135503470898	1181280.5894068421330303	446.4278645454746766	-84.1147571875930566	52.7690638221683344	175.3794046531677679	-0.6030627505693954	0.7976927834396127	0.0012418228691160	-0.0487394613349590	-0.0384012293789821	0.9980730486747754	0.7962033557982869	0.6018401522252781	0.0620374675901655	galaxy_a15
20250607_163234	2540584.8363711256533861	1181284.5793623726349324	446.5073083846314717	-88.0001084136411436	42.2514076920759720	179.2292391825435800	-0.7401346337861177	0.6723840775513249	0.0100187886365232	-0.0099571241400980	-0.0258550961344002	0.9996161111560478	0.6723849935484494	0.7397507460349969	0.0258312638389427	galaxy_a15
IMG_20250607_162946	2540594.0683643072843552	1181273.2209008042700589	448.4459750527973370	-39.9590353161895067	86.4157145660614248	130.5552470448315887	-0.0406472250333009	0.9991290520712734	0.0094308220347228	-0.0474989664296149	-0.0113601633855429	0.9988066854381645	0.9980439125034583	0.0401507658085396	0.0479193564207333	poco_4mm
IMG_20250607_163011	2540600.1232126932591200	1181280.1133899791166186	447.9628926914561475	-83.1388601235983202	73.3478330615048435	173.2461052706215980	-0.2845721884185635	0.9586495907449746	-0.0031035049802293	-0.0337009532370056	-0.0067685660531830	0.9994090415162856	0.9580620623579594	0.2845086091457981	0.0342335506825807	poco_4mm
IMG_20250607_163027	2540588.4208394605666399	1181281.6518584017176181	446.6318849362510832	-95.0989241378314460	54.2541426156911015	-175.4613505262664717	-0.5823590685644616	0.8129022961975839	0.0069117362094332	0.0462279434049277	0.0246265924020302	0.9986273119613820	0.8116162224286083	0.5818791865871816	-0.0519203207555205	poco_4mm
IMG_20250607_163035	2540584.3533241339027882	1181278.8652867986820638	446.2749409937469522	-101.7228478894248838	51.9067790532597400	-170.9505776513863964	-0.6092636985188979	0.7929580597077771	-0.0039065600662413	0.0970366874853061	0.0794451209088890	0.9921050116019224	0.7870080221630229	0.6040744890394308	-0.1253490516230493	poco_4mm
